chats,1,2,3,4,5
inception,0,0,1,0,0
you have light mode on twitch,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
what the,0,0,1,0,0
joe,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
w are,0,0,1,0,0
joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald,0,0,1,0,0
byeee,0,0,1,0,0
w stream,0,0,1,0,0
joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted,0,0,1,0,0
replayy,0,0,1,0,0
missrarave missrarave missrarave missrarave missrarave missrarave missrarave lul missrarave missrarave,0,0,1,0,0
can you confirm is santa is real or not,0,0,1,0,0
love,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve pogchamp,0,0,1,0,0
joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald,0,0,1,0,0
joebartlove joebartlove joebartlove joebartlove,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
love u,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
high on life,0,0,1,0,0
wwwww,0,0,1,0,0
fnnter,0,0,1,0,0
tombraid tombraid tombraid tombraid,0,0,1,0,0
when r u live tmrw,0,0,1,0,0
bye joe,0,0,1,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,0,0,1,0,0
what time tmr,0,0,1,0,0
w stream,0,0,1,0,0
joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald,0,1,0,0,0
offical blooms are you,0,1,0,0,0
is scottish and we dont leave mince pies,0,1,0,0,0
bye joe,0,1,0,0,0
joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted joebartzooted,0,1,0,0,0
pp,0,1,0,0,0
manifest wasnt lying,0,1,0,0,0
w,0,1,0,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
byee joe w stream,0,0,1,0,0
benjammins,0,0,1,0,0
benjammins,0,0,1,0,0
w stream,0,0,1,0,0
wwwww stream,0,0,1,0,0
joebartwebelieve,0,0,1,0,0
benjammins,0,0,1,0,0
benammins,0,0,1,0,0
benammins,0,0,1,0,0
benammins,0,0,1,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
joebartlove w stream joebartlove,1,0,0,0,0
w,1,0,0,0,0
cheeseburger,1,0,0,0,0
gamerryanasmr,1,0,0,0,0
gooodnight,1,0,0,0,0
benjammins,1,0,0,0,0
youre still live,1,0,0,0,0
joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald joebartmald,1,0,0,0,0
benjammins,1,0,0,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
lezdiut,0,0,1,0,0
benjammins,0,0,1,0,0
benjammins,0,0,1,0,0
benjammins,0,0,1,0,0
benjammins,0,0,1,0,0
w stream,0,0,1,0,0
cya joe,0,0,1,0,0
benjammins,0,0,1,0,0
giveplz kapow takenrg,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
bye,0,0,1,0,0
w joe w chat w stream,0,0,1,0,0
raid urself,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
bye joe w stream,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
bye joe,0,0,1,0,0
benjammins,0,0,1,0,0
benjammins,0,0,1,0,0
bye bye joe have a great rest of your night and cya tomorrow joebartlove joebartlove joebartwebelieve,0,0,1,0,0
benjammins,0,0,1,0,0
benjammins,0,0,1,0,0
omg i joined at the end of the stream notlikethis notlikethis,0,0,1,0,0
cbxvcbzxbcvz,0,0,1,0,0
lmaoo,0,0,1,0,0
w games,0,0,1,0,0
bye joe joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
seeya next stream joe,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
ben jammins,0,0,1,0,0
benanains,0,0,1,0,0
bro what,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
c,0,0,1,0,0
bartman hungrypaimon,0,0,1,0,0
joebartpogu joebartpogu joebartpogu joebartpogu joebartpogu joebartpogu,0,0,1,0,0
w,0,0,1,0,0
w,0,0,1,0,0
w,0,0,1,0,0
by mr bart man,0,0,1,0,0
w,0,0,1,0,0
w,0,0,1,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
w stream,1,0,0,0,0
its been replaying all game,1,0,0,0,0
is scottish and we dont leave mince pies k,1,0,0,0,0
residentsleeper residentsleeper residentsleeper,1,0,0,0,0
bye joe,1,0,0,0,0
benannanis is crzy,1,0,0,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
byebye,0,0,1,0,0
byeee,0,0,1,0,0
w,0,0,1,0,0
ben jammins,0,0,1,0,0
bye joe,0,0,1,0,0
you lost viewers,0,0,1,0,0
w,0,0,1,0,0
lmaoaoao,0,0,1,0,0
is scottish and we dont leave mince pies,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
where is the raid,0,0,1,0,0
bye joe,0,0,1,0,0
bye joe,0,0,1,0,0
bananins,0,0,1,0,0
joebartwebelieve,0,0,1,0,0
w,0,0,1,0,0
w,0,0,1,0,0
w stream w joe w hours w reactes,0,0,1,0,0
w,0,0,1,0,0
fnnter,0,0,1,0,0
w,0,0,1,0,0
w stream,0,0,1,0,0
cheeseburger,0,0,1,0,0
w bart,0,0,1,0,0
bye joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
w,0,0,1,0,0
wwww,0,0,1,0,0
bye joe,0,0,1,0,0
,0,0,1,0,0
whattup gang,0,0,1,0,0
hello,0,0,1,0,0
yeahhh,0,0,1,0,0
w,0,0,1,0,0
hi joe,0,0,1,0,0
catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam catjam,0,0,0,0,1
hello joeeeeeeeeeeee,0,0,0,0,1
joee,0,0,0,0,1
joooooeeee,0,0,0,0,1
sup joe,0,0,0,0,1
hi joe,0,0,0,0,1
jjjooeee love you,0,0,0,0,1
joe,0,0,0,0,1
fuck a ad,0,0,0,0,1
wwww,0,0,0,0,1
catjam,0,0,0,0,1
joe lateolozzi,0,0,0,0,1
yiooooo,0,0,0,0,1
late,0,0,0,0,1
your finally here,0,0,0,0,1
llate,0,0,0,0,1
hi joe,0,0,0,0,1
hey joe,0,0,0,0,1
joe ur late bud,0,0,0,0,1
hi joe,0,0,0,0,1
catjam catjam catjam catjam catjam,0,0,0,0,1
hi joe,0,0,0,0,1
yooooo,0,0,0,0,1
hiiiii,0,0,0,0,1
joeee,0,0,0,0,1
letsss goooo,0,0,0,0,1
im so late,0,0,0,0,1
w,0,0,0,0,1
hi joee,0,0,0,0,1
ong,0,0,0,0,1
lul,0,0,0,1,0
hi,0,0,0,1,0
w joe,0,0,0,1,0
hey joe,0,0,0,1,0
hello,0,0,0,1,0
me too,0,0,0,1,0
hello joe,0,0,0,1,0
w,0,0,0,1,0
hi joee,0,0,0,1,0
bartfarts,0,0,0,1,0
lul lul lul,0,0,0,1,0
joe lateeeeeeee,0,0,0,1,0
cheer cheer cheer cheer cheer love you joe hope you have a great day,0,0,0,1,0
get bits,0,0,0,1,0
dub,0,0,0,1,0
message deleted,0,0,0,1,0
ww,0,0,0,1,0
hi joe,0,0,0,1,0
hey,0,0,0,1,0
finna go to the gym and do legs and get beefy,0,0,0,1,0
joebartbusiness,1,0,0,0,0
yoooooo joe its my birthday,1,0,0,0,0
joe,1,0,0,0,0
wtf,1,0,0,0,0
what,1,0,0,0,0
ewww,1,0,0,0,0
joe why was i timed out,1,0,0,0,0
joeeee hiii,1,0,0,0,0
yooooo,1,0,0,0,0
hi joat,1,0,0,0,0
joebartlongneck,0,1,0,0,0
hi joe,0,1,0,0,0
joe is early,0,1,0,0,0
hi joe,0,1,0,0,0
this going on the tube,0,1,0,0,0
rip notti,0,1,0,0,0
w sameer,0,1,0,0,0
wwwwwww,0,1,0,0,0
goddamn,0,1,0,0,0
first time watching the live hi joe,0,1,0,0,0
joebartbusiness,1,0,0,0,0
how bout them birds,1,0,0,0,0
wwwwww,1,0,0,0,0
w,1,0,0,0,0
what,1,0,0,0,0
w,1,0,0,0,0
thanks for the entertainment over the last months,1,0,0,0,0
w videos,1,0,0,0,0
w,1,0,0,0,0
hey joe can you review my school projec,1,0,0,0,0
joebartlongneck,0,1,0,0,0
whats the link to the disc,0,1,0,0,0
damn joe,0,1,0,0,0
how to sit,0,1,0,0,0
w joe,0,1,0,0,0
literally,0,1,0,0,0
fallwinning fallwinning fallwinning fallwinning fallwinning fallwinning fallwinning,0,1,0,0,0
joe i have to study for finals any tips,0,1,0,0,0
isjsowns,0,1,0,0,0
tiffkjdjfjhfhgxbbchfjfjjfkfjvwkegkgekgekgegwkgwkwgtvt tvtvtbtbtbtbybybttv,0,1,0,0,0
joebartlongneck,0,1,0,0,0
wwwwwwwwwwwww,0,1,0,0,0
l chatter ong,0,1,0,0,0
npc energy,0,1,0,0,0
l chatter,0,1,0,0,0
ong,0,1,0,0,0
ongg,0,1,0,0,0
ongggggg,0,1,0,0,0
w take joe,0,1,0,0,0
l chatter,0,1,0,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
www,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
coolcat,0,0,1,0,0
joe my friend died in a cliff accident right next to me yesterday how do i get over it,0,0,1,0,0
wwwww,0,0,1,0,0
you should play the game of life,0,0,1,0,0
i got timed out for m idk what message it was tho,0,0,1,0,0
thought that k people left,0,0,1,0,0
back from the hospital i was on a hour hold cuz i had a suicide plan,0,0,1,0,0
theilluminati theilluminati theilluminati,0,0,1,0,0
next philosophy stream,0,0,1,0,0
joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
wwww,0,1,0,0,0
joe can we marry,0,1,0,0,0
can i give you dollars joe,0,1,0,0,0
yessir,0,1,0,0,0
w joeeeee,0,1,0,0,0
hey bby zaddy,0,1,0,0,0
joe u have,0,1,0,0,0
i love joes stories,0,1,0,0,0
luigi is not green,0,1,0,0,0
joebartlongneck joebartkekw joebartpog joebartpumpkinjoe,0,1,0,0,0
message deleted,0,1,0,0,0
yeahomg,0,1,0,0,0
wwwwwww,0,1,0,0,0
common joe wwwwwwwwwwww,0,1,0,0,0
people like bitching,0,1,0,0,0
joebartpumpkinjoe joebartpumpkinjoe joebartpumpkinjoe joebartpumpkinjoe joebartpumpkinjoe joebartpumpkinjoe joebartpumpkinjoe joebartpumpkinjoe joebartpumpkinjoe joebartpumpkinjoe,0,1,0,0,0
exactly,0,1,0,0,0
wwwwww,0,1,0,0,0
fbpass joebartez fbblock,0,1,0,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
o,1,0,0,0,0
yo,1,0,0,0,0
kod,1,0,0,0,0
just start the c,1,0,0,0,0
is it random when you gift some subs,1,0,0,0,0
i love you joe,1,0,0,0,0
poggerz,1,0,0,0,0
whos broke,1,0,0,0,0
airbnb ghost,1,0,0,0,0
joebartbusiness,1,0,0,0,0
the ghost followed you,1,0,0,0,0
cheer cheer cheer cheer,1,0,0,0,0
cheburber,1,0,0,0,0
w,1,0,0,0,0
lmao,1,0,0,0,0
whos brook,1,0,0,0,0
w fruit snacks,1,0,0,0,0
did the ghost follow you back,1,0,0,0,0
pog,1,0,0,0,0
joebartbusiness,1,0,0,0,0
mouse moment,1,0,0,0,0
ghost is back,1,0,0,0,0
gummees,1,0,0,0,0
w,1,0,0,0,0
awh little joe mouse moments,1,0,0,0,0
fruit snacks w,1,0,0,0,0
not mold plz,1,0,0,0,0
oh no,1,0,0,0,0
ghost,1,0,0,0,0
joebartbusiness,1,0,0,0,0
nahhhh,1,0,0,0,0
noooo,1,0,0,0,0
nahhg,1,0,0,0,0
nah,1,0,0,0,0
what gummies,1,0,0,0,0
rip,1,0,0,0,0
wutface,1,0,0,0,0
hmm,1,0,0,0,0
damn,1,0,0,0,0
lul,0,0,0,1,0
lmao,0,0,0,1,0
lmfaooooo,0,0,0,1,0
whatt,0,0,0,1,0
wth,0,0,0,1,0
noooo,0,0,0,1,0
lightning mcqueen drove past ur house,0,0,0,1,0
lmaooo,0,0,0,1,0
hahhahahaha,0,0,0,1,0
where did it go,0,0,0,1,0
joebartlongneck joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
just gone,0,1,0,0,0
skill issue,0,1,0,0,0
nahhh lmao,0,1,0,0,0
not the mailbox,0,1,0,0,0
lmaoooo,0,1,0,0,0
rip mailbox,0,1,0,0,0
ohmydog,0,1,0,0,0
they pulled a back to the future,0,1,0,0,0
lmao,0,1,0,0,0
lul lul lul lul,0,0,0,1,0
why do u wanna see someone die,0,0,0,1,0
lmaoo,0,0,0,1,0
lmaoooooooooo,0,0,0,1,0
l,0,0,0,1,0
rip mailbox,0,0,0,1,0
l driver,0,0,0,1,0
dam man pixelbob,0,0,0,1,0
naw,0,0,0,1,0
biblethump biblethump biblethump,0,0,0,1,0
whats brooke doing during all dis lul lul,0,0,0,1,0
what,0,0,0,1,0
bro was guzzling beer,0,0,0,1,0
did he die,0,0,0,1,0
youtbe,0,0,0,1,0
how damn,0,0,0,1,0
is there a picture,0,0,0,1,0
yo is he alive,0,0,0,1,0
cartoon ass driving lul,0,0,0,1,0
w spongeboy,0,0,0,1,0
how,0,0,0,1,0
aint no way,0,0,0,1,0
what happened,0,0,0,1,0
joe that was me,0,0,0,1,0
poor joes mailbox,0,0,0,1,0
rip joes mail,0,0,0,1,0
what was the driver doing,0,0,0,1,0
wow,0,0,0,1,0
joebartlongneck,0,1,0,0,0
when was this,0,1,0,0,0
the poor mailbox,0,1,0,0,0
lmao,0,1,0,0,0
tpfufun,0,1,0,0,0
is he dead,0,1,0,0,0
or a women,0,1,0,0,0
pls tell me what the story is,0,1,0,0,0
how does that happen,0,1,0,0,0
do you have pictures,0,1,0,0,0
joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
as always,0,0,1,0,0
dude this is too good,0,0,1,0,0
mercywing mercywing,0,0,1,0,0
lmao,0,0,1,0,0
lmao,0,0,1,0,0
rip,0,0,1,0,0
lmao,0,0,1,0,0
lmao how did she not wake up,0,0,1,0,0
hahaha,0,0,1,0,0
joebartbusiness,1,0,0,0,0
well,1,0,0,0,0
racism is cringe,1,0,0,0,0
stinkyglitch stinkyglitch stinkyglitch,1,0,0,0,0
can u show the pic again,1,0,0,0,0
sus,1,0,0,0,0
hey joe,1,0,0,0,0
stonelightning,1,0,0,0,0
did he get arrested,1,0,0,0,0
the mailbox will be missed,1,0,0,0,0
joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
was he aressted,0,1,0,0,0
no mailbox,0,1,0,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
shoot out the cameras,0,0,1,0,0
was your mailbox anywhere in sight,0,0,1,0,0
w fortnite event,0,0,1,0,0
only in new jersey,0,0,1,0,0
raiders from waitingspy have joined,0,0,1,0,0
djydjyyj,0,0,1,0,0
l,0,0,1,0,0
bros playing gta,0,0,1,0,0
nah cos like he gotta be hella drunk,0,0,1,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
nahhh,0,0,1,0,0
huh,0,0,1,0,0
did joe get arrested again bunkzehype,0,0,1,0,0
yeah that is kinda odd isnt it,0,0,1,0,0
w fortnite event,0,0,1,0,0
karen,0,0,1,0,0
absolutely nothing to lose,0,0,1,0,0
w raid,0,0,1,0,0
lol,0,0,1,0,0
joebartbusiness,1,0,0,0,0
me and joe just took a drink on sync,1,0,0,0,0
watch the the last of us movie,1,0,0,0,0
joe wick,1,0,0,0,0
hi joe,1,0,0,0,0
joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
wutface,0,0,1,0,0
you should play jedi survivor when it comes out,0,0,1,0,0
joe wick,0,0,1,0,0
rip joe,0,0,1,0,0
damn,0,0,1,0,0
you should watch were not safe here on yt joe,0,0,1,0,0
no more joe streams,0,0,1,0,0
rip,0,0,1,0,0
joebartolozzi i was in the hospital on a hour hold cuz i had a plan to off myself but im back now so i can watch your streams again,0,0,1,0,0
joebartlongneck,0,1,0,0,0
rip joe,0,1,0,0,0
death is for nerds im joking,0,1,0,0,0
not green,0,1,0,0,0
rip joe bartozie,0,1,0,0,0
j,0,1,0,0,0
pwes dont die,0,1,0,0,0
rip bartman,0,1,0,0,0
my neighbors kids were poking sticks in my dogs mouth,0,1,0,0,0
damn,0,1,0,0,0
joebartlongneck,0,1,0,0,0
everybody would be spamming late lol,0,1,0,0,0
f,0,1,0,0,0
joe streams from the dead,0,1,0,0,0
damn no stream l,0,1,0,0,0
did he get arrested,0,1,0,0,0
i dont want joe to die,0,1,0,0,0
you wouldve disintegrated,0,1,0,0,0
joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
joe only takes ws,0,1,0,0,0
lol,0,1,0,0,0
i lost all my bart bucks yesterday,0,1,0,0,0
show the pic,0,1,0,0,0
nahhh,0,1,0,0,0
did they dug test him,0,1,0,0,0
you need to play prison architect,0,1,0,0,0
damn w joe for being alive,0,1,0,0,0
you died in a different universe tho,0,1,0,0,0
joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
shit ton,0,1,0,0,0
joe doesnt die ong,0,1,0,0,0
prob like a grand,0,1,0,0,0
like k,0,1,0,0,0
w stream,0,1,0,0,0
prob k,0,1,0,0,0
watch the the last of us moviee,0,1,0,0,0
what happened joe,0,1,0,0,0
k least,0,1,0,0,0
catjam,0,0,0,0,1
thousands,0,0,0,0,1
bunch,0,0,0,0,1
k,0,0,0,0,1
fuck tongue,0,0,0,0,1
joebartman joebartlongneck,0,0,0,0,1
k idk,0,0,0,0,1
lol,0,0,0,0,1
someone hit my front yard while i was outside but my tree blocked it,0,0,0,0,1
i think its about k,0,0,0,0,1
joebartlongneck,0,1,0,0,0
insurance,0,1,0,0,0
make him pay for new mail box,0,1,0,0,0
joebarthuh joebarthuh,0,1,0,0,0
k maybe,0,1,0,0,0
hiiiii,0,1,0,0,0
joe streams to death,0,1,0,0,0
show the pic again please,0,1,0,0,0
k i thi k,0,1,0,0,0
watch some dhar mann,0,1,0,0,0
joebarthead joebarthead joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
w truck,0,1,0,0,0
joe bartorizzi,0,1,0,0,0
bros car is a literal tank,0,1,0,0,0
w ford,0,1,0,0,0
school lunch tier list,0,1,0,0,0
w ford,0,1,0,0,0
brainslug brainslug brainslug brainslug brainslug brainslug brainslug brainslug brainslug brainslug brainslug osfrog osfrog osfrog,0,1,0,0,0
common ford w,0,1,0,0,0
that car was on steroids,0,1,0,0,0
joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
mrdestructoid mrdestructoid mrdestructoid mrdestructoid mrdestructoid mrdestructoid mrdestructoid mrdestructoid mrdestructoid mrdestructoid mrdestructoid,1,0,0,0,0
w ford,1,0,0,0,0
bart man u should play sea of thieves,1,0,0,0,0
ford,1,0,0,0,0
loool,1,0,0,0,0
elsess,1,0,0,0,0
same thing happened to me back in october,1,0,0,0,0
thats why ford is better,1,0,0,0,0
i rejected a girl today then hit the griddy on her alpha move,1,0,0,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
yes,0,0,1,0,0
yes,0,0,1,0,0
yes,0,0,1,0,0
sameerrr,0,0,1,0,0
yes,0,0,1,0,0
plz,0,0,1,0,0
joebarthappy joebarthappy joebarthappy joebarthappy,0,0,1,0,0
w,0,0,1,0,0
yesssssss,0,0,1,0,0
joebartlongneck,0,1,0,0,0
nucbshucuobcachazubianuuiafagbhlcjhioqghfjnqd qewm,0,1,0,0,0
he prob fell asleep and his body weight fell on the gas pedal,0,1,0,0,0
bro was zooming,0,1,0,0,0
that was some gta shit,0,1,0,0,0
joe im scared im not supposed to be on my pc at am bruh,0,1,0,0,0
he had to be drunk or something,0,1,0,0,0
imagine if he went through sombodys house,0,1,0,0,0
pls get into the reaction,0,1,0,0,0
joe play dead at night,0,1,0,0,0
catjam,0,0,0,0,1
get a fish mailbox,0,0,0,0,1
home depot,0,0,0,0,1
po box idk,0,0,0,0,1
home depot idk,0,0,0,0,1
report to the police,0,0,0,0,1
the mailbox store,0,0,0,0,1
home depot,0,0,0,0,1
home depot,0,0,0,0,1
call your township prob,0,0,0,0,1
catjam,0,0,0,0,1
ew,0,0,0,0,1
they suck,0,0,0,0,1
nahh,0,0,0,0,1
yesss,0,0,0,0,1
zinc,0,0,0,0,1
pop one,0,0,0,0,1
yes,0,0,0,0,1
excuse to eat edibles,0,0,0,0,1
pop one in,0,0,0,0,1
catjam catjam catjam catjam,0,0,0,0,1
lmao,0,0,0,0,1
nah those look nastyyyy,0,0,0,0,1
ewww,0,0,0,0,1
in my opinion,0,0,0,0,1
they look like garbage,0,0,0,0,1
why has your thought been fucked,0,0,0,0,1
sambucas are nice,0,0,0,0,1
take it,0,0,0,0,1
just craft the mail box,0,0,0,0,1
locked in joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
yes,0,0,1,0,0
locked in,0,0,1,0,0
describe the taste,0,0,1,0,0
musty air forces,0,0,1,0,0
lol,0,0,1,0,0
no,0,0,1,0,0
w,0,0,1,0,0
lmao,0,0,1,0,0
lock in,0,0,1,0,0
manlfst joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
locked in,0,0,1,0,0
locked in,0,0,1,0,0
im still wondering where people buy mailboxes,0,0,1,0,0
locked in,0,0,1,0,0
hi joe,0,0,1,0,0
locked in rn,0,0,1,0,0
locked,0,0,1,0,0
loll,0,0,1,0,0
do it,0,0,1,0,0
lul,0,0,0,1,0
i would do it for cents,0,0,0,1,0
l acting,0,0,0,1,0
oscar worthy acting,0,0,0,1,0
bro has the,0,0,0,1,0
prime,0,0,0,1,0
ong,0,0,0,1,0
lmaoooooo,0,0,0,1,0
less,0,0,0,1,0
bhahahahaha,0,0,0,1,0
joebartlongneck joebartlongneck joebartlongneck joebartlongneck doritoschip doritoschip joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
ew,0,1,0,0,0
manlfst not the pocket lint joebartheschoking,0,1,0,0,0
what did you eat,0,1,0,0,0
over reacting,0,1,0,0,0
i heard of it,0,1,0,0,0
damn man,0,1,0,0,0
bart berry cough drops,0,1,0,0,0
elderberrys sucks on it own too,0,1,0,0,0
lock it in joe,0,1,0,0,0
joebartlongneck joebartlongneck joebartlongneck joebartlongneck joebartlongneck,0,1,0,0,0
no,0,1,0,0,0
ban him,0,1,0,0,0
they get bullied,0,1,0,0,0
some where in between,0,1,0,0,0
acting is ass,0,1,0,0,0
lock in,0,1,0,0,0
play valorant joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness joebartbusiness,1,0,0,0,0
lock in,1,0,0,0,0
joe lock in,1,0,0,0,0
lock in,1,0,0,0,0
look at it,1,0,0,0,0
lets see it,1,0,0,0,0
do it,1,0,0,0,0
made fun of,1,0,0,0,0
made fun of,1,0,0,0,0
popular until middle school,1,0,0,0,0
joebartwebelieve joebartwebelieve joebartwebelieve joebartwebelieve,0,0,1,0,0
noo,0,0,1,0,0
lock in,0,0,1,0,0
no ban him,0,0,1,0,0
noo,0,0,1,0,0
do it joe,0,0,1,0,0
do it,0,0,1,0,0
do it,0,0,1,0,0
deal,0,0,1,0,0
l chatter l,0,0,1,0,0
bro taking it personal lul lul lul,0,0,0,1,0
yes,0,0,0,1,0
lock in,0,0,0,1,0
locked outttt,0,0,0,1,0
deal it,0,0,0,1,0
cmon,0,0,0,1,0
yeah,0,0,0,1,0
watch the video,0,0,0,1,0
go,0,0,0,1,0
what seed,0,0,0,1,0
joebartlongneck darkknight joebartlongneck darkknight joebartlongneck darkknight,0,1,0,0,0
look at it,0,1,0,0,0
what is he talking about,0,1,0,0,0
fine,0,1,0,0,0
lol,0,1,0,0,0
joebartbusiness,0,1,0,0,0
hi manifest,0,1,0,0,0
if theyre in elementary theyre praised if any bigger grade theyre bullied,0,1,0,0,0
yeah,0,1,0,0,0
